theta_deg,sum_db,diff_db
-14.7500,-56.888855,-27.873505
-14.5000,-54.412807,-27.014851
-14.2500,-52.250229,-26.333563
-14.0000,-50.351433,-25.800570
-13.7500,-48.675804,-25.396164
-13.5000,-47.191071,-25.106943
-13.2500,-45.871296,-24.923975
-13.0000,-44.696075,-24.841759
-12.7500,-43.649097,-24.857666
-12.5000,-42.717091,-24.971579
-12.2500,-41.889309,-25.185965
-12.0000,-41.156914,-25.506155
-11.7500,-40.512753,-25.940849
-11.5000,-39.950783,-26.503147
-11.2500,-39.466064,-27.212393
-11.0000,-39.054558,-28.097170
-10.7500,-38.712975,-29.200951
-10.5000,-38.438618,-30.593016
-10.2500,-38.229385,-32.392494
-10.0000,-38.083843,-34.829075
-9.7500,-38.000923,-38.440903
-9.5000,-37.980114,-45.113682
-9.2500,-38.021564,-59.507278
-9.0000,-38.125671,-42.152260
-8.7500,-38.293892,-36.691952
-8.5000,-38.528179,-33.354130
-8.2500,-38.831337,-30.957504
-8.0000,-39.207394,-29.101784
-7.7500,-39.661667,-27.602154
-7.5000,-40.201511,-26.357985
-7.2500,-40.836655,-25.308342
-7.0000,-41.580387,-24.413645
-6.7500,-42.451141,-23.646708
-6.5000,-43.475185,-22.988167
-6.2500,-44.691254,-22.423790
-6.0000,-46.159534,-21.942852
-5.7500,-47.980160,-21.537180
-5.5000,-50.337986,-21.200447
-5.2500,-53.635311,-20.927750
-5.0000,-59.065395,-20.715305
-4.7500,-76.750893,-20.560226
-4.5000,-61.738186,-20.460392
-4.2500,-55.024048,-20.414310
-4.0000,-51.327785,-20.421074
-3.7500,-48.787895,-20.480335
-3.5000,-46.869736,-20.592239
-3.2500,-45.344147,-20.757484
-3.0000,-44.091763,-20.977310
-2.7500,-43.042698,-21.253582
-2.5000,-42.152542,-21.588829
-2.2500,-41.391609,-21.986416
-2.0000,-40.739258,-22.450678
-1.7500,-40.180874,-22.987192
-1.5000,-39.705597,-23.603117
-1.2500,-39.305702,-24.307726
-1.0000,-38.975445,-25.113171
-0.7500,-38.710693,-26.035700
-0.5000,-38.508686,-27.097607
-0.2500,-38.367619,-28.330502
0.0000,-38.286674,-29.781342
0.2500,-38.265762,-31.524038
0.5000,-38.305637,-33.685234
0.7500,-38.407722,-36.510647
1.0000,-38.574261,-40.586365
1.2500,-38.808388,-48.079277
1.5000,-39.114258,-58.281723
1.7500,-39.497246,-44.290257
2.0000,-39.964367,-39.439133
2.2500,-40.524746,-36.548912
2.5000,-41.190449,-34.560932
2.7500,-41.977558,-33.104462
3.0000,-42.908459,-32.006500
3.2500,-44.015163,-31.172924
3.5000,-45.345406,-30.547550
3.7500,-46.975323,-30.094816
4.0000,-49.036926,-29.791670
4.2500,-51.790718,-29.623146
4.5000,-55.874321,-29.580128
4.7500,-63.800873,-29.657993
5.0000,-70.264938,-29.856094
5.2500,-58.117134,-30.177731
5.5000,-53.334145,-30.630432
5.7500,-50.348274,-31.227171
6.0000,-48.203808,-31.988337
6.2500,-46.552528,-32.945190
6.5000,-45.227516,-34.147041
6.7500,-44.135288,-35.675110
7.0000,-43.218006,-37.674519
7.2500,-42.436863,-40.441711
7.5000,-41.764671,-44.744648
7.7500,-41.181389,-54.126755
8.0000,-40.671921,-54.261631
8.2500,-40.224487,-44.608837
8.5000,-39.829708,-40.138802
8.7500,-39.480289,-37.213093
9.0000,-39.170395,-35.050632
9.2500,-38.895344,-33.349117
9.5000,-38.651524,-31.959091
9.7500,-38.436260,-30.795303
10.0000,-38.247696,-29.804335
10.2500,-38.084579,-28.950331
10.5000,-37.946419,-28.207943
10.7500,-37.833126,-27.558437
11.0000,-37.745281,-26.987476
11.2500,-37.683716,-26.483747
11.5000,-37.649723,-26.038158
11.7500,-37.645050,-25.643044
12.0000,-37.671486,-25.291992
12.2500,-37.731380,-24.979410
12.5000,-37.827164,-24.700386
12.7500,-37.961578,-24.450493
13.0000,-38.137550,-24.225731
13.2500,-38.358418,-24.022472
13.5000,-38.627769,-23.837303
13.7500,-38.949589,-23.667114
14.0000,-39.328415,-23.509010
14.2500,-39.769398,-23.360338
14.5000,-40.278488,-23.218674
14.7500,-40.862801,-23.081873
15.0000,-41.530842,-22.948038
15.2500,-42.293365,-22.815531
15.5000,-43.163815,-22.683088
15.7500,-44.160103,-22.549744
16.0000,-45.306671,-22.414864
16.2500,-46.637825,-22.278173
16.5000,-48.205330,-22.139759
16.7500,-50.091415,-22.000011
17.0000,-52.440804,-21.859655
17.2500,-55.545433,-21.719723
17.5000,-60.150795,-21.581482
17.7500,-69.596207,-21.446430
18.0000,-71.062729,-21.316250
18.2500,-61.443031,-21.192745
18.5000,-57.281342,-21.077820
18.7500,-54.705044,-20.973436
19.0000,-52.905380,-20.881521
19.2500,-51.573837,-20.804073
19.5000,-50.556583,-20.742895
19.7500,-49.765495,-20.699821
20.0000,-49.144844,-20.676460
20.2500,-48.655754,-20.674335
20.5000,-48.270676,-20.694717
20.7500,-47.967525,-20.738707
21.0000,-47.728840,-20.807083
21.2500,-47.540367,-20.900341
21.5000,-47.390511,-21.018581
21.7500,-47.268486,-21.161459
22.0000,-47.165634,-21.328133
22.2500,-47.074413,-21.517065
22.5000,-46.989246,-21.726007
22.7500,-46.905182,-21.951820
23.0000,-46.819473,-22.190306
23.2500,-46.729942,-22.436069
23.5000,-46.636311,-22.682419
23.7500,-46.538483,-22.921267
24.0000,-46.438309,-23.143101
24.2500,-46.337811,-23.337013
24.5000,-46.239811,-23.491314
24.7500,-46.147453,-23.593645
25.0000,-46.064079,-23.632061
25.2500,-45.992794,-23.595745
25.5000,-45.936970,-23.476116
25.7500,-45.899296,-23.267717
26.0000,-45.882221,-22.968758
26.2500,-45.887657,-22.581461
26.5000,-45.917477,-22.111628
26.7500,-45.971867,-21.568039
